source,term_id,term_name,fdr,significant,intersection_size,query_size,term_size,background_size,genes,gene_symbols
GO:MF,GO:0005295,neutral L-amino acid:sodium symporter activity,0.2216128095181058,False,2,94,3,1708,ENSG00000103042 ENSG00000196517,SLC38A7 SLC6A9
GO:MF,GO:0005343,organic acid:sodium symporter activity,0.2216128095181058,False,2,94,3,1708,ENSG00000103042 ENSG00000196517,SLC38A7 SLC6A9
GO:MF,GO:0005283,amino acid:sodium symporter activity,0.2216128095181058,False,2,94,3,1708,ENSG00000103042 ENSG00000196517,SLC38A7 SLC6A9
GO:MF,GO:0098772,molecular function regulator activity,0.2216128095181058,False,17,94,166,1708,ENSG00000110497 ENSG00000149131 ENSG00000182732 ENSG00000157456 ENSG00000103811 ENSG00000073417 ENSG00000108309 ENSG00000205517 ENSG00000055955 ENSG00000150630 ENSG00000120725 ENSG00000113070 ENSG00000113448 ENSG00000010810 ENSG00000213654 ENSG00000135298 ENSG00000147799,AMBRA1 SERPING1 RGS6 CCNB2 CTSH PDE8A RUNDC3A RGL3 ITIH4 VEGFC SIL1 HBEGF PDE4D FYN GPSM3 ADGRB3 ARHGAP39
GO:MF,GO:0140852,histone ubiquitin ligase activity,0.2216128095181058,False,2,94,3,1708,ENSG00000174579 ENSG00000185619,MSL2 PCGF3
GO:MF,GO:0097110,scaffold protein binding,0.2216128095181058,False,4,94,11,1708,ENSG00000251322 ENSG00000155511 ENSG00000113448 ENSG00000010810,SHANK3 GRIA1 PDE4D FYN
GO:MF,GO:0070851,growth factor receptor binding,0.2216128095181058,False,4,94,8,1708,ENSG00000150630 ENSG00000151422 ENSG00000113070 ENSG00000010810,VEGFC FER HBEGF FYN
GO:MF,GO:0005416,amino acid:monoatomic cation symporter activity,0.2216128095181058,False,2,94,3,1708,ENSG00000103042 ENSG00000196517,SLC38A7 SLC6A9
GO:MF,GO:0005154,epidermal growth factor receptor binding,0.2216128095181058,False,2,94,3,1708,ENSG00000151422 ENSG00000113070,FER HBEGF
GO:MF,GO:0004715,non-membrane spanning protein tyrosine kinase activity,0.2216128095181058,False,3,94,8,1708,ENSG00000115085 ENSG00000151422 ENSG00000010810,ZAP70 FER FYN
GO:MF,GO:0008047,enzyme activator activity,0.2216128095181058,False,8,94,54,1708,ENSG00000110497 ENSG00000182732 ENSG00000103811 ENSG00000073417 ENSG00000113070 ENSG00000010810 ENSG00000135298 ENSG00000147799,AMBRA1 RGS6 CTSH PDE8A HBEGF FYN ADGRB3 ARHGAP39
GO:MF,GO:0008081,phosphoric diester hydrolase activity,0.2216128095181058,False,4,94,10,1708,ENSG00000073417 ENSG00000103056 ENSG00000154822 ENSG00000113448,PDE8A SMPD3 PLCL2 PDE4D
GO:MF,GO:0031690,adrenergic receptor binding,0.2216128095181058,False,2,94,3,1708,ENSG00000155511 ENSG00000113448,GRIA1 PDE4D
GO:MF,GO:0031698,beta-2 adrenergic receptor binding,0.2216128095181058,False,2,94,2,1708,ENSG00000155511 ENSG00000113448,GRIA1 PDE4D
GO:MF,GO:0035254,glutamate receptor binding,0.2216128095181058,False,3,94,8,1708,ENSG00000251322 ENSG00000155511 ENSG00000010810,SHANK3 GRIA1 FYN
GO:MF,GO:0008188,neuropeptide receptor activity,0.2216128095181058,False,2,94,2,1708,ENSG00000156395 ENSG00000166573,SORCS3 GALR1
GO:MF,GO:0030234,enzyme regulator activity,0.2216128095181058,False,14,94,110,1708,ENSG00000110497 ENSG00000149131 ENSG00000182732 ENSG00000157456 ENSG00000103811 ENSG00000073417 ENSG00000108309 ENSG00000205517 ENSG00000055955 ENSG00000113070 ENSG00000010810 ENSG00000213654 ENSG00000135298 ENSG00000147799,AMBRA1 SERPING1 RGS6 CCNB2 CTSH PDE8A RUNDC3A RGL3 ITIH4 HBEGF FYN GPSM3 ADGRB3 ARHGAP39
GO:MF,GO:0015171,amino acid transmembrane transporter activity,0.2216128095181058,False,3,94,8,1708,ENSG00000103042 ENSG00000196517 ENSG00000155511,SLC38A7 SLC6A9 GRIA1
GO:BP,GO:0050804,modulation of chemical synaptic transmission,0.2223671134014123,False,8,94,46,1708,ENSG00000156395 ENSG00000196517 ENSG00000251322 ENSG00000154822 ENSG00000007402 ENSG00000155511 ENSG00000010810 ENSG00000176406,SORCS3 SLC6A9 SHANK3 PLCL2 CACNA2D2 GRIA1 FYN RIMS2
GO:BP,GO:0099537,trans-synaptic signaling,0.2223671134014123,False,10,94,65,1708,ENSG00000156395 ENSG00000149927 ENSG00000196517 ENSG00000251322 ENSG00000154822 ENSG00000007402 ENSG00000155511 ENSG00000010810 ENSG00000131558 ENSG00000176406,SORCS3 DOC2A SLC6A9 SHANK3 PLCL2 CACNA2D2 GRIA1 FYN EXOC4 RIMS2
GO:BP,GO:1900449,regulation of glutamate receptor signaling pathway,0.2223671134014123,False,2,94,2,1708,ENSG00000251322 ENSG00000010810,SHANK3 FYN
GO:BP,GO:0150146,cell junction disassembly,0.2223671134014123,False,2,94,2,1708,ENSG00000151422 ENSG00000135298,FER ADGRB3
GO:BP,GO:0051639,actin filament network formation,0.2223671134014123,False,2,94,2,1708,ENSG00000204991 ENSG00000079691,SPIRE2 CARMIL1
GO:BP,GO:0051494,negative regulation of cytoskeleton organization,0.2223671134014123,False,5,94,17,1708,ENSG00000242498 ENSG00000251322 ENSG00000163635 ENSG00000079691 ENSG00000158106,ARPIN SHANK3 ATXN7 CARMIL1 RHPN1
GO:BP,GO:0023051,regulation of signaling,0.2223671134014123,False,28,94,301,1708,ENSG00000156395 ENSG00000110497 ENSG00000171310 ENSG00000182732 ENSG00000103811 ENSG00000073417 ENSG00000103056 ENSG00000166573 ENSG00000104885 ENSG00000196182 ENSG00000196517 ENSG00000053438 ENSG00000251322 ENSG00000158019 ENSG00000124356 ENSG00000115085 ENSG00000154822 ENSG00000007402 ENSG00000150630 ENSG00000151422 ENSG00000113070 ENSG00000155511 ENSG00000113448 ENSG00000010810 ENSG00000204231 ENSG00000002822 ENSG00000176406 ENSG00000147799,SORCS3 AMBRA1 CHST11 RGS6 CTSH PDE8A SMPD3 GALR1 DOT1L STK40 SLC6A9 NNAT SHANK3 BABAM2 STAMBP ZAP70 PLCL2 CACNA2D2 VEGFC FER HBEGF GRIA1 PDE4D FYN RXRB MAD1L1 RIMS2 ARHGAP39
GO:BP,GO:0022604,regulation of cell morphogenesis,0.2223671134014123,False,6,94,22,1708,ENSG00000161813 ENSG00000242498 ENSG00000023902 ENSG00000163171 ENSG00000010810 ENSG00000176406,LARP4 ARPIN PLEKHO1 CDC42EP3 FYN RIMS2
GO:BP,GO:0065008,regulation of biological quality,0.2223671134014123,False,23,94,228,1708,ENSG00000156395 ENSG00000120451 ENSG00000149131 ENSG00000122986 ENSG00000103811 ENSG00000103056 ENSG00000166573 ENSG00000023902 ENSG00000162753 ENSG00000053438 ENSG00000100354 ENSG00000251322 ENSG00000163171 ENSG00000007402 ENSG00000150630 ENSG00000151422 ENSG00000155511 ENSG00000113448 ENSG00000010810 ENSG00000079691 ENSG00000137411 ENSG00000135298 ENSG00000176406,SORCS3 SNX19 SERPING1 HVCN1 CTSH SMPD3 GALR1 PLEKHO1 SLC9C2 NNAT TNRC6B SHANK3 CDC42EP3 CACNA2D2 VEGFC FER GRIA1 PDE4D FYN CARMIL1 VARS2 ADGRB3 RIMS2
GO:BP,GO:0007612,learning,0.2223671134014123,False,5,94,15,1708,ENSG00000156395 ENSG00000251322 ENSG00000155511 ENSG00000010810 ENSG00000135298,SORCS3 SHANK3 GRIA1 FYN ADGRB3
GO:BP,GO:0007268,chemical synaptic transmission,0.2223671134014123,False,10,94,65,1708,ENSG00000156395 ENSG00000149927 ENSG00000196517 ENSG00000251322 ENSG00000154822 ENSG00000007402 ENSG00000155511 ENSG00000010810 ENSG00000131558 ENSG00000176406,SORCS3 DOC2A SLC6A9 SHANK3 PLCL2 CACNA2D2 GRIA1 FYN EXOC4 RIMS2
GO:BP,GO:0097581,lamellipodium organization,0.2223671134014123,False,4,94,6,1708,ENSG00000242498 ENSG00000023902 ENSG00000151422 ENSG00000079691,ARPIN PLEKHO1 FER CARMIL1
GO:BP,GO:0007267,cell-cell signaling,0.2223671134014123,False,15,94,104,1708,ENSG00000156395 ENSG00000120451 ENSG00000072657 ENSG00000149927 ENSG00000103056 ENSG00000166573 ENSG00000196517 ENSG00000053438 ENSG00000251322 ENSG00000154822 ENSG00000007402 ENSG00000155511 ENSG00000010810 ENSG00000131558 ENSG00000176406,SORCS3 SNX19 TRHDE DOC2A SMPD3 GALR1 SLC6A9 NNAT SHANK3 PLCL2 CACNA2D2 GRIA1 FYN EXOC4 RIMS2
GO:BP,GO:0060292,long-term synaptic depression,0.2223671134014123,False,3,94,6,1708,ENSG00000156395 ENSG00000251322 ENSG00000155511,SORCS3 SHANK3 GRIA1
GO:BP,GO:0043954,cellular component maintenance,0.2223671134014123,False,4,94,9,1708,ENSG00000251322 ENSG00000010810 ENSG00000135298 ENSG00000176406,SHANK3 FYN ADGRB3 RIMS2
GO:BP,GO:1902065,response to L-glutamate,0.2223671134014123,False,2,94,2,1708,ENSG00000155511 ENSG00000010810,GRIA1 FYN
GO:BP,GO:1902743,regulation of lamellipodium organization,0.2223671134014123,False,3,94,5,1708,ENSG00000242498 ENSG00000151422 ENSG00000079691,ARPIN FER CARMIL1
GO:BP,GO:0098815,modulation of excitatory postsynaptic potential,0.2223671134014123,False,3,94,6,1708,ENSG00000251322 ENSG00000155511 ENSG00000176406,SHANK3 GRIA1 RIMS2
GO:BP,GO:0033037,polysaccharide localization,0.2223671134014123,False,2,94,2,1708,ENSG00000171310 ENSG00000103056,CHST11 SMPD3
GO:BP,GO:1905232,cellular response to L-glutamate,0.2223671134014123,False,2,94,2,1708,ENSG00000155511 ENSG00000010810,GRIA1 FYN
GO:BP,GO:0035313,"wound healing, spreading of epidermal cells",0.2223671134014123,False,2,94,2,1708,ENSG00000113070 ENSG00000130635,HBEGF COL5A1
GO:BP,GO:2000463,positive regulation of excitatory postsynaptic potential,0.2223671134014123,False,3,94,6,1708,ENSG00000251322 ENSG00000155511 ENSG00000176406,SHANK3 GRIA1 RIMS2
GO:BP,GO:0098916,anterograde trans-synaptic signaling,0.2223671134014123,False,10,94,65,1708,ENSG00000156395 ENSG00000149927 ENSG00000196517 ENSG00000251322 ENSG00000154822 ENSG00000007402 ENSG00000155511 ENSG00000010810 ENSG00000131558 ENSG00000176406,SORCS3 DOC2A SLC6A9 SHANK3 PLCL2 CACNA2D2 GRIA1 FYN EXOC4 RIMS2
GO:BP,GO:0099177,regulation of trans-synaptic signaling,0.2223671134014123,False,8,94,46,1708,ENSG00000156395 ENSG00000196517 ENSG00000251322 ENSG00000154822 ENSG00000007402 ENSG00000155511 ENSG00000010810 ENSG00000176406,SORCS3 SLC6A9 SHANK3 PLCL2 CACNA2D2 GRIA1 FYN RIMS2
GO:BP,GO:0050982,detection of mechanical stimulus,0.2223671134014123,False,2,94,2,1708,ENSG00000078795 ENSG00000010810,PKD2L2 FYN
GO:BP,GO:0099558,maintenance of synapse structure,0.2223671134014123,False,3,94,6,1708,ENSG00000251322 ENSG00000135298 ENSG00000176406,SHANK3 ADGRB3 RIMS2
GO:BP,GO:0051017,actin filament bundle assembly,0.2223671134014123,False,4,94,12,1708,ENSG00000204991 ENSG00000251322 ENSG00000079691 ENSG00000158106,SPIRE2 SHANK3 CARMIL1 RHPN1
GO:BP,GO:0110053,regulation of actin filament organization,0.2223671134014123,False,6,94,25,1708,ENSG00000242498 ENSG00000251322 ENSG00000163171 ENSG00000151422 ENSG00000079691 ENSG00000158106,ARPIN SHANK3 CDC42EP3 FER CARMIL1 RHPN1
GO:BP,GO:0010646,regulation of cell communication,0.2223671134014123,False,28,94,299,1708,ENSG00000156395 ENSG00000110497 ENSG00000171310 ENSG00000182732 ENSG00000103811 ENSG00000073417 ENSG00000103056 ENSG00000166573 ENSG00000104885 ENSG00000196182 ENSG00000196517 ENSG00000053438 ENSG00000251322 ENSG00000158019 ENSG00000124356 ENSG00000115085 ENSG00000154822 ENSG00000007402 ENSG00000150630 ENSG00000151422 ENSG00000113070 ENSG00000155511 ENSG00000113448 ENSG00000010810 ENSG00000204231 ENSG00000002822 ENSG00000176406 ENSG00000147799,SORCS3 AMBRA1 CHST11 RGS6 CTSH PDE8A SMPD3 GALR1 DOT1L STK40 SLC6A9 NNAT SHANK3 BABAM2 STAMBP ZAP70 PLCL2 CACNA2D2 VEGFC FER HBEGF GRIA1 PDE4D FYN RXRB MAD1L1 RIMS2 ARHGAP39
GO:BP,GO:0061669,spontaneous neurotransmitter secretion,0.2223671134014123,False,2,94,2,1708,ENSG00000149927 ENSG00000176406,DOC2A RIMS2
GO:MF,GO:0098882,structural constituent of presynaptic active zone,0.24110627857700437,False,1,94,1,1708,ENSG00000176406,RIMS2
GO:MF,GO:0140492,metal-dependent deubiquitinase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000124356,STAMBP
GO:MF,GO:0140585,promoter-enhancer loop anchoring activity,0.24110627857700437,False,1,94,1,1708,ENSG00000174579,MSL2
GO:MF,GO:0140587,chromatin loop anchoring activity,0.24110627857700437,False,1,94,1,1708,ENSG00000174579,MSL2
GO:MF,GO:0141054,histone H2B ubiquitin ligase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000174579,MSL2
GO:MF,GO:0004713,protein tyrosine kinase activity,0.24110627857700437,False,3,94,15,1708,ENSG00000115085 ENSG00000151422 ENSG00000010810,ZAP70 FER FYN
GO:MF,GO:0004177,aminopeptidase activity,0.24110627857700437,False,2,94,5,1708,ENSG00000072657 ENSG00000103811,TRHDE CTSH
GO:MF,GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activity",0.24110627857700437,False,2,94,4,1708,ENSG00000073417 ENSG00000113448,PDE8A PDE4D
GO:MF,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000133687,TMTC1
GO:MF,GO:0140902,L-glutamine:sodium symporter activity,0.24110627857700437,False,1,94,1,1708,ENSG00000103042,SLC38A7
GO:MF,GO:0140901,L-asparagine:sodium symporter activity,0.24110627857700437,False,1,94,1,1708,ENSG00000103042,SLC38A7
GO:MF,GO:0140862,histone H2AK119 ubiquitin ligase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000185619,PCGF3
GO:MF,GO:0120570,sphingophospholipase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000103056,SMPD3
GO:MF,GO:0004971,AMPA glutamate receptor activity,0.24110627857700437,False,1,94,1,1708,ENSG00000155511,GRIA1
GO:MF,GO:0004807,triose-phosphate isomerase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000111669,TPI1
GO:MF,GO:0140956,histone H3K79 trimethyltransferase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000104885,DOT1L
GO:MF,GO:0061578,K63-linked deubiquitinase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000124356,STAMBP
GO:MF,GO:0061134,peptidase regulator activity,0.24110627857700437,False,3,94,16,1708,ENSG00000149131 ENSG00000103811 ENSG00000055955,SERPING1 CTSH ITIH4
GO:MF,GO:0070717,poly-purine tract binding,0.24110627857700437,False,1,94,1,1708,ENSG00000161813,LARP4
GO:MF,GO:0070324,thyroid hormone binding,0.24110627857700437,False,1,94,1,1708,ENSG00000103811,CTSH
GO:MF,GO:0061751,neutral sphingomyelin phosphodiesterase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000103056,SMPD3
GO:MF,GO:0070034,telomerase RNA binding,0.24110627857700437,False,1,94,1,1708,ENSG00000070366,SMG6
GO:MF,GO:0106260,DNA-DNA tethering activity,0.24110627857700437,False,1,94,1,1708,ENSG00000174579,MSL2
GO:MF,GO:0005262,calcium channel activity,0.24110627857700437,False,3,94,10,1708,ENSG00000007402 ENSG00000078795 ENSG00000155511,CACNA2D2 PKD2L2 GRIA1
GO:MF,GO:0098918,structural constituent of synapse,0.24110627857700437,False,2,94,4,1708,ENSG00000251322 ENSG00000176406,SHANK3 RIMS2
GO:MF,GO:0005261,monoatomic cation channel activity,0.24110627857700437,False,4,94,26,1708,ENSG00000122986 ENSG00000007402 ENSG00000078795 ENSG00000155511,HVCN1 CACNA2D2 PKD2L2 GRIA1
GO:MF,GO:0005172,vascular endothelial growth factor receptor binding,0.24110627857700437,False,1,94,1,1708,ENSG00000150630,VEGFC
GO:MF,GO:0004966,galanin receptor activity,0.24110627857700437,False,1,94,1,1708,ENSG00000166573,GALR1
GO:MF,GO:0046943,carboxylic acid transmembrane transporter activity,0.24110627857700437,False,3,94,13,1708,ENSG00000103042 ENSG00000196517 ENSG00000155511,SLC38A7 SLC6A9 GRIA1
GO:MF,GO:0005519,cytoskeletal regulatory protein binding,0.24110627857700437,False,1,94,1,1708,ENSG00000163171,CDC42EP3
GO:MF,GO:0050659,N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000171310,CHST11
GO:MF,GO:0050811,GABA receptor binding,0.24110627857700437,False,1,94,1,1708,ENSG00000154822,PLCL2
GO:MF,GO:0043515,kinetochore binding,0.24110627857700437,False,1,94,1,1708,ENSG00000002822,MAD1L1
GO:MF,GO:0043185,vascular endothelial growth factor receptor 3 binding,0.24110627857700437,False,1,94,1,1708,ENSG00000150630,VEGFC
GO:MF,GO:0043178,alcohol binding,0.24110627857700437,False,2,94,5,1708,ENSG00000154822 ENSG00000070882,PLCL2 OSBPL3
GO:MF,GO:0042578,phosphoric ester hydrolase activity,0.24110627857700437,False,5,94,29,1708,ENSG00000073417 ENSG00000103056 ENSG00000154822 ENSG00000113448 ENSG00000147535,PDE8A SMPD3 PLCL2 PDE4D PLPP5
GO:MF,GO:0042562,hormone binding,0.24110627857700437,False,2,94,5,1708,ENSG00000103811 ENSG00000166573,CTSH GALR1
GO:MF,GO:0048407,platelet-derived growth factor binding,0.24110627857700437,False,1,94,1,1708,ENSG00000130635,COL5A1
GO:MF,GO:0047555,"3',5'-cyclic-GMP phosphodiesterase activity",0.24110627857700437,False,2,94,4,1708,ENSG00000073417 ENSG00000113448,PDE8A PDE4D
GO:MF,GO:0005545,1-phosphatidylinositol binding,0.24110627857700437,False,1,94,1,1708,ENSG00000159023,EPB41
GO:MF,GO:0008179,adenylate cyclase binding,0.24110627857700437,False,1,94,1,1708,ENSG00000155511,GRIA1
GO:MF,GO:0008143,poly(A) binding,0.24110627857700437,False,1,94,1,1708,ENSG00000161813,LARP4
GO:MF,GO:0031151,histone H3K79 methyltransferase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000104885,DOT1L
GO:MF,GO:0030695,GTPase regulator activity,0.24110627857700437,False,6,94,44,1708,ENSG00000182732 ENSG00000108309 ENSG00000205517 ENSG00000213654 ENSG00000135298 ENSG00000147799,RGS6 RUNDC3A RGL3 GPSM3 ADGRB3 ARHGAP39
GO:MF,GO:0051020,GTPase binding,0.24110627857700437,False,5,94,33,1708,ENSG00000110497 ENSG00000205517 ENSG00000163171 ENSG00000155511 ENSG00000176406,AMBRA1 RGL3 CDC42EP3 GRIA1 RIMS2
GO:MF,GO:0060589,nucleoside-triphosphatase regulator activity,0.24110627857700437,False,6,94,44,1708,ENSG00000182732 ENSG00000108309 ENSG00000205517 ENSG00000213654 ENSG00000135298 ENSG00000147799,RGS6 RUNDC3A RGL3 GPSM3 ADGRB3 ARHGAP39
GO:MF,GO:0044325,transmembrane transporter binding,0.24110627857700437,False,3,94,11,1708,ENSG00000113448 ENSG00000010810 ENSG00000176406,PDE4D FYN RIMS2
GO:MF,GO:0046873,metal ion transmembrane transporter activity,0.24110627857700437,False,6,94,36,1708,ENSG00000103042 ENSG00000162753 ENSG00000196517 ENSG00000007402 ENSG00000078795 ENSG00000155511,SLC38A7 SLC9C2 SLC6A9 CACNA2D2 PKD2L2 GRIA1
GO:MF,GO:0030108,HLA-A specific activating MHC class I receptor activity,0.24110627857700437,False,1,94,1,1708,ENSG00000103811,CTSH
GO:MF,GO:0032397,activating MHC class I receptor activity,0.24110627857700437,False,1,94,1,1708,ENSG00000103811,CTSH
GO:MF,GO:0032393,MHC class I receptor activity,0.24110627857700437,False,1,94,1,1708,ENSG00000103811,CTSH
GO:MF,GO:0031802,type 5 metabotropic glutamate receptor binding,0.24110627857700437,False,1,94,1,1708,ENSG00000010810,FYN
GO:MF,GO:0008242,omega peptidase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000072657,TRHDE
GO:MF,GO:0030165,PDZ domain binding,0.24110627857700437,False,2,94,7,1708,ENSG00000155511 ENSG00000131558,GRIA1 EXOC4
GO:MF,GO:0030171,voltage-gated proton channel activity,0.24110627857700437,False,1,94,1,1708,ENSG00000122986,HVCN1
GO:MF,GO:0030552,cAMP binding,0.24110627857700437,False,1,94,1,1708,ENSG00000113448,PDE4D
GO:MF,GO:0008656,cysteine-type endopeptidase activator activity involved in apoptotic process,0.24110627857700437,False,1,94,1,1708,ENSG00000103811,CTSH
GO:MF,GO:0008929,methylglyoxal synthase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000111669,TPI1
GO:MF,GO:0015075,monoatomic ion transmembrane transporter activity,0.24110627857700437,False,7,94,59,1708,ENSG00000122986 ENSG00000103042 ENSG00000162753 ENSG00000196517 ENSG00000007402 ENSG00000078795 ENSG00000155511,HVCN1 SLC38A7 SLC9C2 SLC6A9 CACNA2D2 PKD2L2 GRIA1
GO:MF,GO:0015081,sodium ion transmembrane transporter activity,0.24110627857700437,False,3,94,16,1708,ENSG00000103042 ENSG00000162753 ENSG00000196517,SLC38A7 SLC9C2 SLC6A9
GO:MF,GO:0019903,protein phosphatase binding,0.24110627857700437,False,3,94,13,1708,ENSG00000110497 ENSG00000089053 ENSG00000151422,AMBRA1 ANAPC5 FER
GO:MF,GO:0008324,monoatomic cation transmembrane transporter activity,0.24110627857700437,False,7,94,54,1708,ENSG00000122986 ENSG00000103042 ENSG00000162753 ENSG00000196517 ENSG00000007402 ENSG00000078795 ENSG00000155511,HVCN1 SLC38A7 SLC9C2 SLC6A9 CACNA2D2 PKD2L2 GRIA1
GO:MF,GO:0008376,acetylgalactosaminyltransferase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000135454,B4GALNT1
GO:MF,GO:0008528,G protein-coupled peptide receptor activity,0.24110627857700437,False,2,94,6,1708,ENSG00000156395 ENSG00000166573,SORCS3 GALR1
GO:MF,GO:0016861,"intramolecular oxidoreductase activity, interconverting aldoses and ketoses",0.24110627857700437,False,1,94,1,1708,ENSG00000111669,TPI1
GO:MF,GO:0016838,"carbon-oxygen lyase activity, acting on phosphates",0.24110627857700437,False,1,94,1,1708,ENSG00000111669,TPI1
GO:MF,GO:0022821,solute:potassium antiporter activity,0.24110627857700437,False,1,94,1,1708,ENSG00000162753,SLC9C2
GO:MF,GO:0017113,dihydropyrimidine dehydrogenase (NADP+) activity,0.24110627857700437,False,1,94,1,1708,ENSG00000188641,DPYD
GO:MF,GO:0015085,calcium ion transmembrane transporter activity,0.24110627857700437,False,3,94,11,1708,ENSG00000007402 ENSG00000078795 ENSG00000155511,CACNA2D2 PKD2L2 GRIA1
GO:MF,GO:0015175,neutral L-amino acid transmembrane transporter activity,0.24110627857700437,False,2,94,4,1708,ENSG00000103042 ENSG00000196517,SLC38A7 SLC6A9
GO:MF,GO:0015187,glycine transmembrane transporter activity,0.24110627857700437,False,1,94,1,1708,ENSG00000196517,SLC6A9
GO:MF,GO:0016920,pyroglutamyl-peptidase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000072657,TRHDE
GO:MF,GO:0015375,glycine:sodium symporter activity,0.24110627857700437,False,1,94,1,1708,ENSG00000196517,SLC6A9
GO:MF,GO:0015386,potassium:proton antiporter activity,0.24110627857700437,False,1,94,1,1708,ENSG00000162753,SLC9C2
GO:MF,GO:0015655,alanine:sodium symporter activity,0.24110627857700437,False,1,94,1,1708,ENSG00000103042,SLC38A7
GO:MF,GO:0016505,peptidase activator activity involved in apoptotic process,0.24110627857700437,False,1,94,1,1708,ENSG00000103811,CTSH
GO:MF,GO:0003947,(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000135454,B4GALNT1
GO:MF,GO:0004112,cyclic-nucleotide phosphodiesterase activity,0.24110627857700437,False,2,94,4,1708,ENSG00000073417 ENSG00000113448,PDE8A PDE4D
GO:MF,GO:0004114,"3',5'-cyclic-nucleotide phosphodiesterase activity",0.24110627857700437,False,2,94,4,1708,ENSG00000073417 ENSG00000113448,PDE8A PDE4D
GO:MF,GO:0004767,sphingomyelin phosphodiesterase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000103056,SMPD3
GO:MF,GO:0000810,diacylglycerol diphosphate phosphatase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000147535,PLPP5
GO:MF,GO:0000030,mannosyltransferase activity,0.24110627857700437,False,1,94,1,1708,ENSG00000133687,TMTC1
GO:MF,GO:0001965,G-protein alpha-subunit binding,0.24110627857700437,False,1,94,1,1708,ENSG00000155511,GRIA1
GO:MF,GO:0002054,nucleobase binding,0.24110627857700437,False,1,94,1,1708,ENSG00000188641,DPYD
GO:MF,GO:0002058,uracil binding,0.24110627857700437,False,1,94,1,1708,ENSG00000188641,DPYD
GO:MF,GO:0002061,pyrimidine nucleobase binding,0.24110627857700437,False,1,94,1,1708,ENSG00000188641,DPYD
GO:MF,GO:0001653,peptide receptor activity,0.24110627857700437,False,2,94,6,1708,ENSG00000156395 ENSG00000166573,SORCS3 GALR1
GO:BP,GO:0021544,subpallium development,0.24286042811618533,False,1,94,1,1708,ENSG00000251322,SHANK3
GO:BP,GO:0051462,regulation of cortisol secretion,0.24286042811618533,False,1,94,1,1708,ENSG00000166573,GALR1
GO:BP,GO:0051464,positive regulation of cortisol secretion,0.24286042811618533,False,1,94,1,1708,ENSG00000166573,GALR1
GO:BP,GO:0009187,cyclic nucleotide metabolic process,0.24286042811618533,False,2,94,5,1708,ENSG00000073417 ENSG00000113448,PDE8A PDE4D
GO:BP,GO:0009214,cyclic nucleotide catabolic process,0.24286042811618533,False,2,94,3,1708,ENSG00000073417 ENSG00000113448,PDE8A PDE4D
GO:BP,GO:0097113,AMPA glutamate receptor clustering,0.24286042811618533,False,1,94,1,1708,ENSG00000251322,SHANK3
GO:BP,GO:0097114,NMDA glutamate receptor clustering,0.24286042811618533,False,1,94,1,1708,ENSG00000251322,SHANK3
GO:BP,GO:0097117,guanylate kinase-associated protein clustering,0.24286042811618533,False,1,94,1,1708,ENSG00000251322,SHANK3
GO:BP,GO:0097151,positive regulation of inhibitory postsynaptic potential,0.24286042811618533,False,1,94,1,1708,ENSG00000176406,RIMS2
GO:BP,GO:0097154,GABAergic neuron differentiation,0.24286042811618533,False,1,94,1,1708,ENSG00000251322,SHANK3
GO:BP,GO:0097187,dentinogenesis,0.24286042811618533,False,1,94,1,1708,ENSG00000103056,SMPD3
GO:BP,GO:0009112,nucleobase metabolic process,0.24286042811618533,False,1,94,1,1708,ENSG00000188641,DPYD
GO:BP,GO:0097435,supramolecular fiber organization,0.24286042811618533,False,9,94,75,1708,ENSG00000242498 ENSG00000204991 ENSG00000251322 ENSG00000163171 ENSG00000163635 ENSG00000151422 ENSG00000079691 ENSG00000158106 ENSG00000130635,ARPIN SPIRE2 SHANK3 CDC42EP3 ATXN7 FER CARMIL1 RHPN1 COL5A1
GO:BP,GO:0019860,uracil metabolic process,0.24286042811618533,False,1,94,1,1708,ENSG00000188641,DPYD
GO:BP,GO:0021535,cell migration in hindbrain,0.24286042811618533,False,1,94,1,1708,ENSG00000142599,RERE
